Date,Close
2023-01-03,3882.290039
2023-01-04,3973.969971
2023-01-05,3959.479980
2023-01-06,4017.830078
2023-01-09,4068.620117
2023-01-10,4057.459961
2023-01-11,4099.759766
2023-01-12,4126.680176
2023-01-13,4150.799805
2023-01-16,4157.000000
2023-01-17,4174.330078
2023-01-18,4174.339844
2023-01-19,4094.280029
2023-01-20,4119.899902
2023-01-23,4150.819824
2023-01-24,4153.020020
2023-01-25,4148.109863
2023-01-26,4173.979980
2023-01-27,4178.009766
2023-01-30,4158.629883
2023-01-31,4163.450195
2023-02-01,4171.439941
2023-02-02,4241.120117
2023-02-03,4257.979980
2023-02-06,4205.450195
2023-02-07,4209.310059
2023-02-08,4209.149902
2023-02-09,4250.140137
2023-02-10,4197.939941
2023-02-13,4241.359863
2023-02-14,4238.759766
2023-02-15,4280.040039
2023-02-16,4297.240234
2023-02-17,4274.919922
2023-02-20,4271.180176
2023-02-21,4250.399902
2023-02-22,4242.879883
2023-02-23,4258.160156
2023-02-24,4178.819824
2023-02-27,4248.009766
2023-02-28,4238.379883
2023-03-01,4215.750000
2023-03-02,4240.589844
2023-03-03,4294.799805
2023-03-06,4313.779785
2023-03-07,4278.959961
2023-03-08,4288.450195
2023-03-09,4286.120117
2023-03-10,4229.529785
2023-03-13,4096.540039
2023-03-14,4179.470215
2023-03-15,4034.919922
2023-03-16,4116.979980
2023-03-17,4064.989990
2023-03-20,4119.419922
2023-03-21,4181.600098
2023-03-22,4195.700195
2023-03-23,4207.140137
2023-03-24,4130.620117
2023-03-27,4164.620117
2023-03-28,4168.209961
2023-03-29,4231.270020
2023-03-30,4285.419922
2023-03-31,4315.049805
2023-04-03,4311.049805
2023-04-04,4315.319824
2023-04-05,4298.359863
2023-04-06,4309.450195
2023-04-11,4333.290039
2023-04-12,4334.029785
2023-04-13,4363.240234
2023-04-14,4390.750000
2023-04-17,4367.609863
2023-04-18,4393.950195
2023-04-19,4393.569824
2023-04-20,4384.859863
2023-04-21,4408.589844
2023-04-24,4401.799805
2023-04-25,4377.850098
2023-04-26,4347.709961
2023-04-27,4358.049805
2023-04-28,4359.310059
2023-05-02,4294.850098
2023-05-03,4310.180176
2023-05-04,4287.029785
2023-05-05,4340.430176
