Date,Close
2023-01-03,34.320000
2023-01-04,33.779999
2023-01-05,33.900002
2023-01-06,34.459999
2023-01-09,34.770000
2023-01-10,34.849998
2023-01-11,35.040001
2023-01-12,35.310001
2023-01-13,35.560001
2023-01-17,35.689999
2023-01-18,35.340000
2023-01-19,35.540001
2023-01-20,35.500000
2023-01-23,35.580002
2023-01-24,35.290001
2023-01-25,35.240002
2023-01-26,36.250000
2023-01-27,36.320000
2023-01-30,36.169998
2023-01-31,36.230000
2023-02-01,36.439999
2023-02-02,35.200001
2023-02-03,35.150002
2023-02-06,34.840000
2023-02-07,37.750000
2023-02-08,38.650002
2023-02-09,39.549999
2023-02-10,40.650002
2023-02-13,40.610001
2023-02-14,41.020000
2023-02-15,40.880001
2023-02-16,40.950001
2023-02-17,40.020000
2023-02-21,39.770000
2023-02-22,38.930000
2023-02-23,39.680000
2023-02-24,39.700001
2023-02-27,40.220001
2023-02-28,39.599998
2023-03-01,39.930000
2023-03-02,40.259998
2023-03-03,40.220001
2023-03-06,40.419998
2023-03-07,39.799999
2023-03-08,39.660000
2023-03-09,39.340000
2023-03-10,39.009998
2023-03-13,38.009998
2023-03-14,38.250000
2023-03-15,35.849998
2023-03-16,35.619999
2023-03-17,35.169998
2023-03-20,35.799999
2023-03-21,37.020000
2023-03-22,36.820000
2023-03-23,36.480000
2023-03-24,35.880001
2023-03-27,36.880001
2023-03-28,37.430000
2023-03-29,37.689999
2023-03-30,37.980000
2023-03-31,37.939999
2023-04-03,39.740002
2023-04-04,39.330002
2023-04-05,39.889999
2023-04-06,39.509998
2023-04-10,39.700001
2023-04-11,39.860001
2023-04-12,40.200001
2023-04-13,40.459999
2023-04-14,40.580002
2023-04-17,40.430000
2023-04-18,40.650002
2023-04-19,40.060001
2023-04-20,39.860001
2023-04-21,39.639999
2023-04-24,40.099998
2023-04-25,39.570000
2023-04-26,39.419998
2023-04-27,39.340000
2023-04-28,40.279999
2023-05-01,40.009998
2023-05-02,36.779999
2023-05-03,36.459999
2023-05-04,36.110001
2023-05-05,37.130001
2023-05-08,37.029999
2023-05-09,36.990002
2023-05-10,36.750000
2023-05-11,35.970001
2023-05-12,35.810001
2023-05-15,36.189999
2023-05-16,35.540001
2023-05-17,36.000000
2023-05-18,35.959999
2023-05-19,36.029999
2023-05-22,35.889999
2023-05-23,36.180000
2023-05-24,36.040001
2023-05-25,35.360001
2023-05-26,35.549999
2023-05-30,34.990002
2023-05-31,33.709999
2023-06-01,34.720001
2023-06-02,35.650002
2023-06-05,35.340000
2023-06-06,35.299999
2023-06-07,35.709999
2023-06-08,35.810001
2023-06-09,35.470001
2023-06-12,34.770000
2023-06-13,35.080002
2023-06-14,35.049999
2023-06-15,35.380001
2023-06-16,35.349998
2023-06-20,35.070000
2023-06-21,35.430000
2023-06-22,35.240002
2023-06-23,34.810001
2023-06-26,35.240002
2023-06-27,34.849998
2023-06-28,34.889999
2023-06-29,34.970001
2023-06-30,35.290001
2023-07-03,35.930000
2023-07-05,35.299999
2023-07-06,34.790001
2023-07-07,35.250000
2023-07-10,35.209999
2023-07-11,35.910000
2023-07-12,36.310001
2023-07-13,36.529999
2023-07-14,35.520000
2023-07-17,35.320000
2023-07-18,35.790001
2023-07-19,36.150002
2023-07-20,36.540001
2023-07-21,36.700001
2023-07-24,37.180000
2023-07-25,37.230000
2023-07-26,37.099998
2023-07-27,36.660000
2023-07-28,36.709999
2023-07-31,37.299999
2023-08-01,36.959999
2023-08-02,36.029999
2023-08-03,36.459999
2023-08-04,36.799999
2023-08-07,37.040001
2023-08-08,36.970001
2023-08-09,37.419998
2023-08-10,37.080002
2023-08-11,37.099998
2023-08-14,36.680000
2023-08-15,36.070000
2023-08-16,35.889999
2023-08-17,36.090000
2023-08-18,36.240002
2023-08-21,36.580002
2023-08-22,36.369999
2023-08-23,36.000000
2023-08-24,35.770000
2023-08-25,36.150002
2023-08-28,36.639999
2023-08-29,37.099998
2023-08-30,37.290001
2023-08-31,37.180000
2023-09-01,38.130001
2023-09-05,38.400002
2023-09-06,38.830002
2023-09-07,38.509998
2023-09-08,38.669998
2023-09-11,38.610001
2023-09-12,38.099998
2023-09-13,38.259998
2023-09-14,39.099998
