Date,Close
2023-01-03,27.565001
2023-01-04,26.325001
2023-01-05,26.170000
2023-01-06,26.537500
2023-01-09,27.145000
2023-01-10,26.985001
2023-01-11,27.219999
2023-01-12,27.540001
2023-01-13,27.700001
2023-01-16,27.360001
2023-01-17,27.570000
2023-01-18,27.645000
2023-01-19,27.107500
2023-01-20,27.195000
2023-01-23,27.032499
2023-01-24,26.722500
2023-01-25,26.330000
2023-01-26,26.642500
2023-01-27,27.209999
2023-01-30,27.070000
2023-01-31,26.792500
2023-02-01,26.727501
2023-02-02,26.260000
2023-02-03,27.137501
2023-02-06,26.812500
2023-02-07,27.480000
2023-02-08,27.657499
2023-02-09,27.867500
2023-02-10,28.730000
2023-02-13,28.812500
2023-02-14,29.139999
2023-02-15,28.915001
2023-02-16,29.105000
2023-02-17,28.522499
2023-02-20,28.610001
2023-02-21,28.360001
2023-02-22,27.760000
2023-02-23,28.315001
2023-02-24,28.322500
2023-02-27,28.697500
2023-02-28,28.850000
2023-03-01,28.992500
2023-03-02,29.297501
2023-03-03,28.865000
2023-03-06,29.219999
2023-03-07,29.147499
2023-03-08,29.285000
2023-03-09,28.980000
2023-03-10,28.700001
2023-03-13,27.965000
2023-03-14,28.110001
2023-03-15,25.930000
2023-03-16,25.325001
2023-03-17,25.405001
2023-03-20,25.712500
2023-03-21,26.264999
2023-03-22,26.525000
2023-03-23,26.035000
2023-03-24,25.240000
2023-03-27,25.525000
2023-03-28,26.000000
2023-03-29,26.342501
2023-03-30,26.712500
2023-03-31,26.482500
2023-04-03,27.915001
2023-04-04,27.237499
2023-04-05,27.225000
2023-04-06,27.737499
2023-04-11,27.780001
2023-04-12,28.075001
2023-04-13,27.857500
2023-04-14,28.067499
2023-04-17,28.090000
2023-04-18,28.155001
2023-04-19,28.052500
2023-04-20,27.952499
2023-04-21,28.010000
2023-04-24,28.014999
2023-04-25,27.672501
2023-04-26,27.709999
2023-04-27,27.392500
2023-04-28,28.082500
2023-05-02,26.879999
2023-05-03,26.542500
2023-05-04,27.042500
2023-05-05,27.695000
2023-05-09,27.652500
2023-05-10,27.777500
2023-05-11,27.602501
2023-05-12,27.959999
2023-05-15,27.977501
2023-05-16,27.677500
2023-05-17,27.742500
2023-05-18,27.900000
2023-05-19,28.027500
2023-05-22,27.797501
2023-05-23,28.120001
2023-05-24,27.827499
2023-05-25,27.227501
2023-05-26,27.417500
2023-05-30,26.712500
2023-05-31,26.332500
2023-06-01,26.570000
2023-06-02,27.070000
2023-06-05,26.889999
2023-06-06,26.782499
2023-06-07,27.014999
2023-06-08,27.272499
2023-06-09,27.225000
2023-06-12,26.892500
2023-06-13,27.177500
2023-06-14,27.352501
2023-06-15,27.637501
2023-06-16,27.780001
2023-06-19,null
2023-06-20,27.507500
2023-06-21,27.802500
2023-06-22,27.437500
2023-06-23,27.392500
2023-06-26,27.602501
2023-06-27,27.407499
2023-06-28,27.322500
2023-06-29,27.347500
2023-06-30,27.662500
2023-07-03,27.930000
2023-07-04,28.087500
2023-07-05,27.542500
2023-07-06,26.822500
2023-07-07,27.087500
2023-07-10,27.245001
2023-07-11,null
2023-07-12,27.955000
2023-07-13,27.992500
2023-07-14,27.312500
2023-07-17,27.215000
2023-07-18,27.217501
2023-07-19,27.612499
2023-07-20,27.972500
2023-07-21,28.217501
2023-07-24,28.129999
2023-07-25,28.309999
2023-07-26,28.282499
2023-07-27,27.809999
2023-07-28,27.674999
2023-07-31,28.057501
2023-08-01,27.712500
2023-08-02,27.477501
2023-08-03,27.547501
2023-08-04,28.010000
2023-08-07,28.014999
2023-08-08,27.580000
2023-08-09,28.477501
2023-08-10,28.487499
2023-08-11,28.245001
2023-08-14,28.162500
2023-08-15,28.000000
2023-08-16,27.847500
2023-08-17,28.155001
2023-08-18,27.847500
2023-08-21,28.330000
2023-08-22,28.105000
2023-08-23,null
2023-08-24,null
2023-08-25,28.245001
2023-08-29,null
2023-08-30,null
2023-08-31,null
2023-09-01,28.982500
2023-09-04,29.049999
2023-09-05,29.262501
2023-09-06,29.370001
2023-09-07,null
2023-09-08,null
2023-09-11,29.684999
2023-09-12,29.799999
2023-09-13,29.802500
2023-09-14,null
2023-09-15,null
2023-09-18,null
2023-09-19,30.642500
2023-09-20,30.242500
2023-09-21,30.090000
2023-09-22,30.462500
2023-09-25,null
2023-09-26,30.280001
2023-09-27,null
2023-09-28,31.040001
2023-09-29,30.517500
2023-10-02,null
2023-10-03,30.162500
2023-10-04,null
2023-10-05,29.687500
2023-10-06,30.120001
2023-10-09,null
2023-10-10,null
2023-10-11,null
2023-10-12,null
2023-10-13,31.700001
2023-10-16,null
2023-10-17,null
2023-10-18,32.372501
2023-10-19,null
2023-10-20,32.192501
2023-10-23,31.827499
2023-10-24,31.780001
2023-10-25,31.680000
2023-10-26,31.357500
2023-10-27,31.342501
2023-10-30,31.215000
2023-10-31,30.740000
2023-11-01,31.127501
2023-11-02,32.270000
2023-11-03,31.617500
2023-11-06,31.350000
2023-11-07,30.719999
2023-11-08,30.297501
2023-11-09,30.424999
2023-11-10,30.537500
2023-11-13,30.915001
2023-11-14,30.592501
2023-11-15,30.717501
2023-11-16,29.719999
2023-11-17,30.057501
2023-11-20,null
2023-11-21,30.417500
2023-11-22,29.802500
2023-11-23,30.227501
2023-11-24,30.392500
2023-11-27,30.177500
2023-11-28,30.167500
2023-11-29,null
2023-11-30,30.600000
2023-12-01,30.450001
2023-12-04,29.840000
2023-12-05,30.014999
2023-12-06,29.597500
2023-12-07,29.434999
2023-12-08,29.807501
2023-12-11,29.672501
2023-12-12,29.502501
2023-12-13,29.332500
2023-12-14,29.697500
2023-12-15,29.837500
2023-12-18,29.827499
2023-12-19,29.837500
2023-12-20,30.247499
2023-12-21,29.852501
2023-12-22,29.902500
2023-12-27,29.827499
2023-12-28,29.822500
2023-12-29,29.792500
